"Wine";"link";"Link_wine"
"Palistorti Colline Lucchesi 2017";"https://www.vivino.com/IT/en/tenuta-di-valgiano-palistorti-colline-lucchesi-2017/w/1178539";"https://www.wine-searcher.com/find/tenuta+di+valgiano+palistorti+colline+lucchesi/2017/#t4"
"Chianti Rufina Riserva 2013";"https://www.vivino.com/IT/en/frascole-chianti-rufina-riserva-2013/w/1743602";"https://www.wine-searcher.com/find/frascole+chianti+rufina+riserva/2013/#t4"
"Florus Moscadello di Montalcino Late Harvest 2017";"https://www.vivino.com/IT/en/banfi-florus-moscadello-di-montalcino-late-harvest-2017/w/1202063";"https://www.wine-searcher.com/find/banfi+florus+moscadello+di+montalcino+late+harvest/2017/#t4"
"Aragone Maremma Toscana 2015";"https://www.vivino.com/IT/en/la-mozza-aragone-maremma-toscana-2015/w/1236347";"https://www.wine-searcher.com/find/la+mozza+aragone+maremma+toscana/2015/#t4"
"Sof Bibbona 2020";"https://www.vivino.com/IT/en/tenuta-campo-di-sasso-sof-bibbona-terratico-di-bibbona-2020/w/4439989";"https://www.wine-searcher.com/find/tenuta+campo+di+sasso+sof+bibbona+terratico+di+bibbona/2020/#t4"
"Filetta di Lamole Chianti Classico 2017";"https://www.vivino.com/IT/en/tenuta-fontodi-filetta-di-lamole-chianti-classico-chianti-classico-red-wine-2017/w/5312845";"https://www.wine-searcher.com/find/tenuta+fontodi+filetta+di+lamole+chianti+classico+chianti+classico+red+wine/2017/#t4"
"Antica Chiusina Vino Nobile di Montepulciano 2016";"https://www.vivino.com/IT/en/it-fattoria-del-cerro-antica-chiusina-vino-nobile-di-montepulciano-2016/w/1102060";"https://www.wine-searcher.com/find/it+fattoria+del+cerro+antica+chiusina+vino+nobile+di+montepulciano/2016/#t4"
"Simbiosi Toscana 2018";"https://www.vivino.com/IT/en/bindi-sergardi-simbiosi-toscana-2018/w/2619541";"https://www.wine-searcher.com/find/bindi+sergardi+simbiosi+toscana/2018/#t4"
"Chianti Rùfina Riserva 2014";"https://www.vivino.com/IT/en/castello-nipozzano-chianti-rufina-riserva-2014/w/20983";"https://www.wine-searcher.com/find/castello+nipozzano+chianti+rufina+riserva/2014/#t4"
"Poggiassai Toscana 2015";"https://www.vivino.com/IT/en/poggio-bonelli-poggiassai-toscana-2015/w/1152345";"https://www.wine-searcher.com/find/poggio+bonelli+poggiassai+toscana/2015/#t4"
"Bolgheri Il Seggio 2017";"https://www.vivino.com/IT/en/poggio-al-tesoro-bolgheri-il-seggio-bolgheri-2017/w/5787212";"https://www.wine-searcher.com/find/poggio+al+tesoro+bolgheri+il+seggio+bolgheri/2017/#t4"
"Vigna Vecchia Rosso Toscana 2016";"https://www.vivino.com/IT/en/colombaia-tuscany-vigna-vecchia-rosso-toscana-2016/w/1292740";"https://www.wine-searcher.com/find/colombaia+tuscany+vigna+vecchia+rosso+toscana/2016/#t4"
"Syrah 2020";"https://www.vivino.com/IT/en/le-anfore-syrah-2020/w/2864601";"https://www.wine-searcher.com/find/le+anfore+syrah/2020/#t4"
"Trebbiano 2019";"https://www.vivino.com/IT/en/le-anfore-trebbiano-2019/w/6541536";"https://www.wine-searcher.com/find/le+anfore+trebbiano/2019/#t4"
"Lenzini Franco 2020";"https://www.vivino.com/IT/en/lenzini-lenzini-franco-2020/w/9676157";"https://www.wine-searcher.com/find/lenzini+lenzini+franco/2020/#t4"
"X Vendemmia Maremma Toscana Sangiovese 2015";"https://www.vivino.com/IT/en/val-di-toro-x-vendemmia-maremma-toscana-sangiovese-2015/w/8291158";"https://www.wine-searcher.com/find/val+di+toro+x+vendemmia+maremma+toscana+sangiovese/2015/#t4"
"Le Difese 2020";"https://www.vivino.com/IT/en/tenuta-san-guido-le-difese-2020/w/5076";"https://www.wine-searcher.com/find/tenuta+san+guido+le+difese/2020/#t4"
"Pomino Rosso (Pinot Nero) 2004";"https://www.vivino.com/IT/en/castello-pomino-pomino-rosso-pinot-nero-2004/w/1136952";"https://www.wine-searcher.com/find/castello+pomino+pomino+rosso+pinot+nero/2004/#t4"
"Crognolo Toscana 2017";"https://www.vivino.com/IT/en/tenuta-sette-ponti-crognolo-toscana-2017/w/19225";"https://www.wine-searcher.com/find/tenuta+sette+ponti+crognolo+toscana/2017/#t4"
"Mosaico Bolgheri 2018";"https://www.vivino.com/IT/en/casa-di-terra-mosaico-bolgheri-2018/w/1240675";"https://www.wine-searcher.com/find/casa+di+terra+mosaico+bolgheri/2018/#t4"
"Messaggero Vino Nobile di Montepulciano 2016";"https://www.vivino.com/IT/en/montemercurio-messaggero-vino-nobile-di-montepulciano-2016/w/1275482";"https://www.wine-searcher.com/find/montemercurio+messaggero+vino+nobile+di+montepulciano/2016/#t4"
"Chianti Superiore 2018";"https://www.vivino.com/IT/en/santa-cristina-chianti-superiore-2018/w/1377312";"https://www.wine-searcher.com/find/santa+cristina+chianti+superiore/2018/#t4"
"Pelofino Toscana Rosso 2020";"https://www.vivino.com/IT/en/fattoria-le-pupille-pelofino-toscana-rosso-2020/w/1199793";"https://www.wine-searcher.com/find/fattoria+le+pupille+pelofino+toscana+rosso/2020/#t4"
"Dogajolo Toscana Bianco 2017";"https://www.vivino.com/IT/en/carpineto-dogajolo-toscana-bianco-2017/w/1119837";"https://www.wine-searcher.com/find/carpineto+dogajolo+toscana+bianco/2017/#t4"
"Vermentino 2020";"https://www.vivino.com/IT/en/tenuta-le-colonne-vermentino-2020/w/5328957";"https://www.wine-searcher.com/find/tenuta+le+colonne+vermentino/2020/#t4"
"Chianti 2018";"https://www.vivino.com/IT/en/ricasoli-chianti-2018/w/12210";"https://www.wine-searcher.com/find/ricasoli+chianti/2018/#t4"
"La Commenda Chianti 2016";"https://www.vivino.com/IT/en/mansalto-la-commenda-chianti-2016/w/6465752";"https://www.wine-searcher.com/find/mansalto+la+commenda+chianti/2016/#t4"
"Leonardo da Vinci Toscana Vermentino 2018";"https://www.vivino.com/IT/en/cantine-leonardo-da-vinci-leonardo-da-vinci-toscana-vermentino-2018/w/2677974";"https://www.wine-searcher.com/find/cantine+leonardo+da+vinci+leonardo+da+vinci+toscana+vermentino/2018/#t4"
"Rosso dei Poderi Toscana 2019";"https://www.vivino.com/IT/en/poderi-di-ghiaccioforte-rosso-dei-poderi-toscana-2019/w/1150702";"https://www.wine-searcher.com/find/poderi+di+ghiaccioforte+rosso+dei+poderi+toscana/2019/#t4"
"Rosso di Montepulciano 2017";"https://www.vivino.com/IT/en/carpineto-rosso-di-montepulciano-2017/w/6195";"https://www.wine-searcher.com/find/carpineto+rosso+di+montepulciano/2017/#t4"
"Dogajolo Toscana Bianco 2019";"https://www.vivino.com/IT/en/carpineto-dogajolo-toscana-bianco-2019/w/1119837";"https://www.wine-searcher.com/find/carpineto+dogajolo+toscana+bianco/2019/#t4"
"Poggio Al Tufo Cabernet Sauvignon 2018";"https://www.vivino.com/IT/en/tommasi-poggio-al-tufo-cabernet-sauvignon-2018/w/1155158";"https://www.wine-searcher.com/find/tommasi+poggio+al+tufo+cabernet+sauvignon/2018/#t4"
"Poggio Al Tufo Vermentino 2019";"https://www.vivino.com/IT/en/tommasi-poggio-al-tufo-vermentino-2019/w/1284803";"https://www.wine-searcher.com/find/tommasi+poggio+al+tufo+vermentino/2019/#t4"
"Le Due Arbie Rosso 2019";"https://www.vivino.com/IT/en/dievole-le-due-arbie-rosso-tuscany-2019/w/4399770";"https://www.wine-searcher.com/find/dievole+le+due+arbie+rosso+tuscany/2019/#t4"
"Poggio Al Tufo Vermentino 2020";"https://www.vivino.com/IT/en/tommasi-poggio-al-tufo-vermentino-2020/w/1284803";"https://www.wine-searcher.com/find/tommasi+poggio+al+tufo+vermentino/2020/#t4"
"Vergine Delle Rocce Chianti 2018";"https://www.vivino.com/IT/en/cantine-leonardo-da-vinci-vergine-delle-rocce-chianti-2018/w/7233691";"https://www.wine-searcher.com/find/cantine+leonardo+da+vinci+vergine+delle+rocce+chianti/2018/#t4"
"Dogajolo Toscana Bianco 2020";"https://www.vivino.com/IT/en/carpineto-dogajolo-toscana-bianco-2020/w/1119837";"https://www.wine-searcher.com/find/carpineto+dogajolo+toscana+bianco/2020/#t4"
"Ventoso 2019";"https://www.vivino.com/IT/en/piazzano-ventoso-colli-della-toscana-centrale-2019/w/2197667";"https://www.wine-searcher.com/find/piazzano+ventoso+colli+della+toscana+centrale/2019/#t4"
"Governo All'Uso Toscano 2020";"https://www.vivino.com/IT/en/tuscante-governo-all-uso-toscano-2020/w/8216611";"https://www.wine-searcher.com/find/tuscante+governo+all+uso+toscano/2020/#t4"
"Toscana Le Ginestre di Castellare 2020";"https://www.vivino.com/IT/en/castellare-di-castellina-toscana-le-ginestre-di-castellare-2020/w/1658998";"https://www.wine-searcher.com/find/castellare+di+castellina+toscana+le+ginestre+di+castellare/2020/#t4"
"Tutti I Giorni Rosso 2019";"https://www.vivino.com/IT/en/poggio-argentiera-tutti-i-giorni-rosso-tuscany-2019/w/5901657";"https://www.wine-searcher.com/find/poggio+argentiera+tutti+i+giorni+rosso+tuscany/2019/#t4"
"Governo Toscana 2018";"https://www.vivino.com/IT/en/poggio-san-polo-governo-toscana-2018/w/2373222";"https://www.wine-searcher.com/find/poggio+san+polo+governo+toscana/2018/#t4"
"Il Castagno Syrah 2017";"https://www.vivino.com/IT/en/fabrizio-dionisio-il-castagno-syrah-2017/w/1201728";"https://www.wine-searcher.com/find/fabrizio+dionisio+il+castagno+syrah/2017/#t4"
"Il Grigio Chianti Classico Gran Selezione 2017";"https://www.vivino.com/IT/en/san-felice-il-grigio-chianti-classico-gran-selezione-2017/w/2318810";"https://www.wine-searcher.com/find/san+felice+il+grigio+chianti+classico+gran+selezione/2017/#t4"
"Luenzo 2012";"https://www.vivino.com/IT/en/cesani-luenzo-2012/w/90448";"https://www.wine-searcher.com/find/cesani+luenzo/2012/#t4"
"Capro Rosso 2013";"https://www.vivino.com/IT/en/fattoria-di-bagnolo-capro-rosso-colli-della-toscana-centrale-2013/w/1701746";"https://www.wine-searcher.com/find/fattoria+di+bagnolo+capro+rosso+colli+della+toscana+centrale/2013/#t4"
"Chianti Classico 2012";"https://www.vivino.com/IT/en/castello-di-cacchiano-chianti-classico-2012/w/1153607";"https://www.wine-searcher.com/find/castello+di+cacchiano+chianti+classico/2012/#t4"
"Campo alla Giostra Bolgheri 2017";"https://www.vivino.com/IT/en/donna_olimpia-campo-alla-giostra-bolgheri-bolgheri-2017/w/6000319";"https://www.wine-searcher.com/find/donna_olimpia+campo+alla+giostra+bolgheri+bolgheri/2017/#t4"
"Tenuta Lodola Nuova Vino Nobile di Montepulciano 2010";"https://www.vivino.com/IT/en/ruffino-tenuta-lodola-nuova-vino-nobile-di-montepulciano-2010/w/1165872";"https://www.wine-searcher.com/find/ruffino+tenuta+lodola+nuova+vino+nobile+di+montepulciano/2010/#t4"
"Vinsanto del Chianti Classico 2016";"https://www.vivino.com/IT/en/antinori-tuscany-vinsanto-del-chianti-classico-2016/w/1208032";"https://www.wine-searcher.com/find/antinori+tuscany+vinsanto+del+chianti+classico/2016/#t4"
"Trebbiano 2017";"https://www.vivino.com/IT/en/le-anfore-trebbiano-2017/w/6541536";"https://www.wine-searcher.com/find/le+anfore+trebbiano/2017/#t4"
"Sangiovese 2017";"https://www.vivino.com/IT/en/le-anfore-sangiovese-2017/w/3206437";"https://www.wine-searcher.com/find/le+anfore+sangiovese/2017/#t4"
"Il Grigio Chianti Classico Gran Selezione 2016";"https://www.vivino.com/IT/en/san-felice-il-grigio-chianti-classico-gran-selezione-2016/w/2318810";"https://www.wine-searcher.com/find/san+felice+il+grigio+chianti+classico+gran+selezione/2016/#t4"
"L'Urlo 2017";"https://www.vivino.com/IT/en/urlari-l-urlo-2017/w/2013852";"https://www.wine-searcher.com/find/urlari+l+urlo/2017/#t4"
"L'Urlo 2016";"https://www.vivino.com/IT/en/urlari-l-urlo-2016/w/2013852";"https://www.wine-searcher.com/find/urlari+l+urlo/2016/#t4"
"Chianti Rùfina Riserva del Don 2015";"https://www.vivino.com/IT/en/colognole-chianti-rufina-riserva-del-don-2015/w/97963";"https://www.wine-searcher.com/find/colognole+chianti+rufina+riserva+del+don/2015/#t4"
"Terra Solla Syrah 2017";"https://www.vivino.com/IT/en/cantina-canaio-terra-solla-syrah-2017/w/7199053";"https://www.wine-searcher.com/find/cantina+canaio+terra+solla+syrah/2017/#t4"
"Canaiuolo Rosato 2018";"https://www.vivino.com/IT/en/montenidoli-canaiuolo-rosato-2018/w/1308458";"https://www.wine-searcher.com/find/montenidoli+canaiuolo+rosato/2018/#t4"
"Piropo 2016";"https://www.vivino.com/IT/en/it-castello-di-potentino-piropo-2016/w/1808204";"https://www.wine-searcher.com/find/it+castello+di+potentino+piropo/2016/#t4"
"Santa Caterina Chianti Classico Gran Selezione 2016";"https://www.vivino.com/IT/en/castello-di-albola-santa-caterina-chianti-classico-gran-selezione-2016/w/6668870";"https://www.wine-searcher.com/find/castello+di+albola+santa+caterina+chianti+classico+gran+selezione/2016/#t4"
"Bollicine di Nikà Blanc de Noir N.V.";"https://www.vivino.com/IT/en/volpaia-bollicine-di-nika-blanc-de-noir-nv/w/3764450";"https://www.wine-searcher.com/find/volpaia+bollicine+di+nika+blanc+de+no/r+nv/#t4"
"Lucente 2018";"https://www.vivino.com/IT/en/tenuta-luce-lucente-2018/w/83596";"https://www.wine-searcher.com/find/tenuta+luce+lucente/2018/#t4"
"Farnito Cabernet Sauvignon Toscana 2010";"https://www.vivino.com/IT/en/carpineto-farnito-cabernet-sauvignon-toscana-2010/w/6206";"https://www.wine-searcher.com/find/carpineto+farnito+cabernet+sauvignon+toscana/2010/#t4"
"Don Tommaso Gran Selezione Chianti Classico 2014";"https://www.vivino.com/IT/en/principe-corsini-don-tommaso-gran-selezione-chianti-classico-2014/w/4090296";"https://www.wine-searcher.com/find/principe+corsini+don+tommaso+gran+selezione+chianti+classico/2014/#t4"
"Arenario 2015";"https://www.vivino.com/IT/en/poggio-cagnano-arenario-2015/w/5176916";"https://www.wine-searcher.com/find/poggio+cagnano+arenario/2015/#t4"
"Gran Selezione Chianti Classico 2015";"https://www.vivino.com/IT/en/lilliano-gran-selezione-chianti-classico-2015/w/2293452";"https://www.wine-searcher.com/find/lilliano+gran+selezione+chianti+classico/2015/#t4"
"Francesca Romana Maremma Toscana 2016";"https://www.vivino.com/IT/en/terenzi-francesca-romana-maremma-toscana-2016/w/1167319";"https://www.wine-searcher.com/find/terenzi+francesca+romana+maremma+toscana/2016/#t4"
"Arcanum Il Fauno di Arcanum 2019";"https://www.vivino.com/IT/en/tenuta-di-arceno-arcanum-il-fauno-di-arcanum-2019/w/1380848";"https://www.wine-searcher.com/find/tenuta+di+arceno+arcanum+il+fauno+di+arcanum/2019/#t4"
"Mulinvecchio Vino Nobile di Montepulciano 2015";"https://www.vivino.com/IT/en/contucci-mulinvecchio-vino-nobile-di-montepulciano-2015/w/18183";"https://www.wine-searcher.com/find/contucci+mulinvecchio+vino+nobile+di+montepulciano/2015/#t4"
"Poggio Bestiale 2014";"https://www.vivino.com/IT/en/fattoria-di-magliano-poggio-bestiale-2014/w/1383440";"https://www.wine-searcher.com/find/fattoria+di+magliano+poggio+bestiale/2014/#t4"
"Ventisei Pinot Nero 2016";"https://www.vivino.com/IT/en/il-rio-ventisei-pinot-nero-2016/w/1192779";"https://www.wine-searcher.com/find/il+rio+ventisei+pinot+nero/2016/#t4"
"Bolgheri 2018";"https://www.vivino.com/IT/en/ricasoli-bolgheri-2018/w/1927946";"https://www.wine-searcher.com/find/ricasoli+bolgheri/2018/#t4"
"San Michele Maremma Toscana 2011";"https://www.vivino.com/IT/en/l-apparita-san-michele-maremma-toscana-2011/w/1481574";"https://www.wine-searcher.com/find/l+apparita+san+michele+maremma+toscana/2011/#t4"
"Coldaia Pinot Nero 2018";"https://www.vivino.com/IT/en/fortuna-coldaia-pinot-nero-2018/w/1204783";"https://www.wine-searcher.com/find/fortuna+coldaia+pinot+nero/2018/#t4"
"Carato Vernaccia di San Gimignano 2018";"https://www.vivino.com/IT/en/montenidoli-carato-vernaccia-di-san-gimignano-2018/w/93853";"https://www.wine-searcher.com/find/montenidoli+carato+vernaccia+di+san+gimignano/2018/#t4"
"Toscana Le Cupole Rosso 2019";"https://www.vivino.com/IT/en/tenuta-di-trinoro-toscana-le-cupole-rosso-2019/w/1164872";"https://www.wine-searcher.com/find/tenuta+di+trinoro+toscana+le+cupole+rosso/2019/#t4"
"Vigne di Montornello Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/tenuta-bibbiano-vigne-di-montornello-chianti-classico-gran-selezione-2015/w/6170272";"https://www.wine-searcher.com/find/tenuta+bibbiano+vigne+di+montornello+chianti+classico+gran+selezione/2015/#t4"
"Sor Ugo Bolgheri Superiore 2019";"https://www.vivino.com/IT/en/aia-vecchia-di-montalceto-sor-ugo-bolgheri-superiore-2019/w/1204740";"https://www.wine-searcher.com/find/aia+vecchia+di+montalceto+sor+ugo+bolgheri+superiore/2019/#t4"
"Tassinaia 2016";"https://www.vivino.com/IT/en/castello-del-terriccio-srl-tassinaia-2016/w/94820";"https://www.wine-searcher.com/find/castello+del+terriccio+srl+tassinaia/2016/#t4"
"Riserva Di Fizzano Chianti Classico Gran Selezione 2018";"https://www.vivino.com/IT/en/rocca-delle-macie-riserva-di-fizzano-chianti-classico-gran-selezione-2018/w/1145899";"https://www.wine-searcher.com/find/rocca+delle+macie+riserva+di+fizzano+chianti+classico+gran+selezione/2018/#t4"
"Riserva Di Fizzano Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/rocca-delle-macie-riserva-di-fizzano-chianti-classico-gran-selezione-2015/w/1145899";"https://www.wine-searcher.com/find/rocca+delle+macie+riserva+di+fizzano+chianti+classico+gran+selezione/2015/#t4"
"Riserva di Vino Nobile 2015";"https://www.vivino.com/IT/en/salcheto-riserva-di-vino-nobile-2015/w/3230749";"https://www.wine-searcher.com/find/salcheto+riserva+di+vino+nobile/2015/#t4"
"Casanuova di Nittardi Chianti Classico 2017";"https://www.vivino.com/IT/en/fattoria-nittardi-casanuova-di-nittardi-chianti-classico-2017/w/1172977";"https://www.wine-searcher.com/find/fattoria+nittardi+casanuova+di+nittardi+chianti+classico/2017/#t4"
"Felix 2017";"https://www.vivino.com/IT/en/tenuta-montiani-felix-2017/w/1834230";"https://www.wine-searcher.com/find/tenuta+montiani+felix/2017/#t4"
"Chianti Classico Vigna Viacosta 2015";"https://www.vivino.com/IT/en/fattoria-di-rodano-chianti-classico-vigna-viacosta-2015/w/4676514";"https://www.wine-searcher.com/find/fattoria+di+rodano+chianti+classico+vigna+viacosta/2015/#t4"
"Morellino di Scansano Riserva 2017";"https://www.vivino.com/IT/en/fattoria-le-pupille-morellino-di-scansano-riserva-2017/w/82693";"https://www.wine-searcher.com/find/fattoria+le+pupille+morellino+di+scansano+riserva/2017/#t4"
"Syrah 2018";"https://www.vivino.com/IT/en/stefano-amerighi-syrah-2018/w/1175824";"https://www.wine-searcher.com/find/stefano+amerighi+syrah/2018/#t4"
"Vigna Piezza 2018";"https://www.vivino.com/IT/en/concori-podere-concori-toscana-2018/w/1710699";"https://www.wine-searcher.com/find/concori+podere+concori+toscana/2018/#t4"
"Klanis Syrah 2015";"https://www.vivino.com/IT/en/tenuta-montecchiesi-klanis-syrah-2015/w/1952310";"https://www.wine-searcher.com/find/tenuta+montecchiesi+klanis+syrah/2015/#t4"
"Toscana Torrione 2018";"https://www.vivino.com/IT/en/petrolo-toscana-torrione-2018/w/16832";"https://www.wine-searcher.com/find/petrolo+toscana+torrione/2018/#t4"
"Brunello di Montalcino 2017";"https://www.vivino.com/IT/en/caparzo-brunello-di-montalcino-2017/w/77491";"https://www.wine-searcher.com/find/caparzo+brunello+di+montalcino/2017/#t4"
"Messiio Maremma Toscana 2016";"https://www.vivino.com/IT/en/fertuna-messiio-maremma-toscana-2016/w/1323882";"https://www.wine-searcher.com/find/fertuna+messiio+maremma+toscana/2016/#t4"
"Cassiopea Pagus Cerbaia 2016";"https://www.vivino.com/IT/en/poggio-al-tesoro-cassiopea-pagus-cerbaia-bolgheri-2016/w/6472989";"https://www.wine-searcher.com/find/poggio+al+tesoro+cassiopea+pagus+cerbaia+bolgheri/2016/#t4"
"A Sirio 2009";"https://www.vivino.com/IT/en/sangervasio-a-sirio-2009/w/1110990";"https://www.wine-searcher.com/find/sangervasio+a+sirio/2009/#t4"
"Vigorello 2017";"https://www.vivino.com/IT/en/san-felice-vigorello-2017/w/13150";"https://www.wine-searcher.com/find/san+felice+vigorello/2017/#t4"
"Coldaia Pinot Nero 2014";"https://www.vivino.com/IT/en/fortuna-coldaia-pinot-nero-2014/w/1204783";"https://www.wine-searcher.com/find/fortuna+coldaia+pinot+nero/2014/#t4"
"Leonia Brut Millesimato Pomino 2013";"https://www.vivino.com/IT/en/castello-pomino-leonia-brut-millesimato-pomino-2013/w/1542401";"https://www.wine-searcher.com/find/castello+pomino+leonia+brut+millesimato+pomino/2013/#t4"
"Vino Nobile di Montepulciano 2013";"https://www.vivino.com/IT/en/podere-boscarelli-vino-nobile-di-montepulciano-vino-nobile-di-montepulciano-red-wine-2013/w/22690";"https://www.wine-searcher.com/find/podere+boscarelli+vino+nobile+di+montepulciano+vino+nobile+di+montepulciano+red+wine/2013/#t4"
"A Sirio 2007";"https://www.vivino.com/IT/en/sangervasio-a-sirio-2007/w/1110990";"https://www.wine-searcher.com/find/sangervasio+a+sirio/2007/#t4"
"Maiorem 2012";"https://www.vivino.com/IT/en/piandaccoli-maiorem-2012/w/1612193";"https://www.wine-searcher.com/find/piandaccoli+maiorem/2012/#t4"
"Leonia Brut Millesimato Pomino 2014";"https://www.vivino.com/IT/en/castello-pomino-leonia-brut-millesimato-pomino-2014/w/1542401";"https://www.wine-searcher.com/find/castello+pomino+leonia+brut+millesimato+pomino/2014/#t4"
"Ciparisso Sangiovese 2014";"https://www.vivino.com/IT/en/la-fralluca-ciparisso-sangiovese-2014/w/1598857";"https://www.wine-searcher.com/find/la+fralluca+ciparisso+sangiovese/2014/#t4"
"Brunello di Montalcino 2015";"https://www.vivino.com/IT/en/val-de-suga-brunello-di-montalcino-2015/w/1101056";"https://www.wine-searcher.com/find/val+de+suga+brunello+di+montalcino/2015/#t4"
"Vigorello 2016";"https://www.vivino.com/IT/en/san-felice-vigorello-2016/w/13150";"https://www.wine-searcher.com/find/san+felice+vigorello/2016/#t4"
"Sangiovese Toscana Polissena 2017";"https://www.vivino.com/IT/en/il-borro-sangiovese-toscana-polissena-2017/w/4950";"https://www.wine-searcher.com/find/il+borro+sangiovese+toscana+polissena/2017/#t4"
"Colombaio San Gimignano Rosso 2013";"https://www.vivino.com/IT/en/il-colombaio-di-santachiara-colombaio-san-gimignano-rosso-2013/w/1548090";"https://www.wine-searcher.com/find/il+colombaio+di+santachiara+colombaio+san+gimignano+rosso/2013/#t4"
"Monte de Sassi Chianti Classico 2016";"https://www.vivino.com/IT/en/il-borghetto-monte-de-sassi-chianti-classico-2016/w/1215835";"https://www.wine-searcher.com/find/il+borghetto+monte+de+sassi+chianti+classico/2016/#t4"
"Mon Nené Toscana 2017";"https://www.vivino.com/IT/en/fattoria-di-rodano-mon-nene-toscana-2017/w/4226158";"https://www.wine-searcher.com/find/fattoria+di+rodano+mon+nene+toscana/2017/#t4"
"Vigna Piezza 2017";"https://www.vivino.com/IT/en/concori-podere-concori-toscana-2017/w/1710699";"https://www.wine-searcher.com/find/concori+podere+concori+toscana/2017/#t4"
"Carignano 2018";"https://www.vivino.com/IT/en/it-ampeleia-carignano-2018/w/4364250";"https://www.wine-searcher.com/find/it+ampeleia+carignano/2018/#t4"
"Riserva Di Fizzano Chianti Classico Gran Selezione 2016";"https://www.vivino.com/IT/en/rocca-delle-macie-riserva-di-fizzano-chianti-classico-gran-selezione-2016/w/1145899";"https://www.wine-searcher.com/find/rocca+delle+macie+riserva+di+fizzano+chianti+classico+gran+selezione/2016/#t4"
"Toscana Torrione 2019";"https://www.vivino.com/IT/en/petrolo-toscana-torrione-2019/w/16832";"https://www.wine-searcher.com/find/petrolo+toscana+torrione/2019/#t4"
"Quercegrosse Merlot 2018";"https://www.vivino.com/IT/en/vallepicciola-quercegrosse-merlot-2018/w/5359831";"https://www.wine-searcher.com/find/vallepicciola+quercegrosse+merlot/2018/#t4"
"Iris Rosso Toscana 2016";"https://www.vivino.com/IT/en/artimino-iris-toscana-2016/w/1807777";"https://www.wine-searcher.com/find/artimino+iris+toscana/2016/#t4"
"Tassinaia 2017";"https://www.vivino.com/IT/en/castello-del-terriccio-srl-tassinaia-2017/w/94820";"https://www.wine-searcher.com/find/castello+del+terriccio+srl+tassinaia/2017/#t4"
"Giuliano Chianti Classico Riserva 2015";"https://www.vivino.com/IT/en/castello-la-leccia-giuliano-chianti-classico-riserva-2015/w/4535857";"https://www.wine-searcher.com/find/castello+la+leccia+giuliano+chianti+classico+riserva/2015/#t4"
"Poggio Valente 2017";"https://www.vivino.com/IT/en/fattoria-le-pupille-poggio-valente-tuscany-red-wine-2017/w/82694";"https://www.wine-searcher.com/find/fattoria+le+pupille+poggio+valente+tuscany+red+wine/2017/#t4"
"Amore e Follia 2019";"https://www.vivino.com/IT/en/podere-le-ripi-amore-e-follia-2019/w/1986213";"https://www.wine-searcher.com/find/podere+le+ripi+amore+e+follia/2019/#t4"
"Sa'Etta Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/monte-bernardi-sa-etta-chianti-classico-riserva-2016/w/1286889";"https://www.wine-searcher.com/find/monte+bernardi+sa+etta+chianti+classico+riserva/2016/#t4"
"Il Fortino Syrah 2015";"https://www.vivino.com/IT/en/buonamico-il-fortino-toscana-2015/w/1163534";"https://www.wine-searcher.com/find/buonamico+il+fortino+toscana/2015/#t4"
"Mosaico Bolgheri 2013";"https://www.vivino.com/IT/en/casa-di-terra-mosaico-bolgheri-2013/w/1240675";"https://www.wine-searcher.com/find/casa+di+terra+mosaico+bolgheri/2013/#t4"
"Poggio Granoni Toscana 2015";"https://www.vivino.com/IT/en/castello-di-farnetella-poggio-granoni-toscana-2015/w/1257420";"https://www.wine-searcher.com/find/castello+di+farnetella+poggio+granoni+toscana/2015/#t4"
"Chianti Classico Riserva Novecento 2017";"https://www.vivino.com/IT/en/dievole-chianti-classico-riserva-novecento-2017/w/10718";"https://www.wine-searcher.com/find/dievole+chianti+classico+riserva+novecento/2017/#t4"
"Modus Toscana 2017";"https://www.vivino.com/IT/en/ruffino-modus-toscana-2017/w/2183";"https://www.wine-searcher.com/find/ruffino+modus+toscana/2017/#t4"
"Vino Nobile di Montepulciano Riserva dei Mandorli 2013";"https://www.vivino.com/IT/en/massimo-romeo-vino-nobile-di-montepulciano-riserva-dei-mandorli-2013/w/21743";"https://www.wine-searcher.com/find/massimo+romeo+vino+nobile+di+montepulciano+riserva+dei+mandorli/2013/#t4"
"Altrovino Merlot - Cabernet Franc 2018";"https://www.vivino.com/IT/en/duemani-altrovino-merlot-cabernet-franc-2018/w/1101036";"https://www.wine-searcher.com/find/duemani+altrovino+merlot+cabernet+franc/2018/#t4"
"Sergioveto Single Vineyard Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/rocca-delle-macie-sergioveto-single-vineyard-chianti-classico-riserva-2016/w/7996160";"https://www.wine-searcher.com/find/rocca+delle+macie+sergioveto+single+vineyard+chianti+classico+riserva/2016/#t4"
"Toscana Le Cupole Rosso 2018";"https://www.vivino.com/IT/en/tenuta-di-trinoro-toscana-le-cupole-rosso-2018/w/1164872";"https://www.wine-searcher.com/find/tenuta+di+trinoro+toscana+le+cupole+rosso/2018/#t4"
