"Wine";"link";"Link_wine"
"Belcanto Chianti Classico 2017";"https://www.vivino.com/IT/en/fattoria-nittardi-belcanto-chianti-classico-2017/w/2768107";"https://www.wine-searcher.com/find/fattoria+nittardi+belcanto+chianti+classico/2017/#t4"
"Poggilarca Carmignano 2016";"https://www.vivino.com/IT/en/artimino-poggilarca-carmignano-2016/w/5420148";"https://www.wine-searcher.com/find/artimino+poggilarca+carmignano/2016/#t4"
"Arioso 2018";"https://www.vivino.com/IT/en/campo-alla-sughera-arioso-2018/w/1109538";"https://www.wine-searcher.com/find/campo+alla+sughera+arioso/2018/#t4"
"Rosato di Ampeleia 2019";"https://www.vivino.com/IT/en/it-ampeleia-rosato-di-ampeleia-2019/w/8527859";"https://www.wine-searcher.com/find/it+ampeleia+rosato+di+ampeleia/2019/#t4"
"L'Invidio Bolgheri Rosso 2020";"https://www.vivino.com/IT/en/podere-sette-l-invidio-bolgheri-rosso-2020/w/6891506";"https://www.wine-searcher.com/find/podere+sette+l+invidio+bolgheri+rosso/2020/#t4"
"Chianti Classico Riserva Misciano 2016";"https://www.vivino.com/IT/en/borgo-scopeto-chianti-classico-riserva-misciano-2016/w/4286";"https://www.wine-searcher.com/find/borgo+scopeto+chianti+classico+riserva+misciano/2016/#t4"
"Solosole Vermentino 2020";"https://www.vivino.com/IT/en/poggio-al-tesoro-solosole-vermentino-2020/w/1449368";"https://www.wine-searcher.com/find/poggio+al+tesoro+solosole+vermentino/2020/#t4"
"Morellino di Scansano Riserva 2014";"https://www.vivino.com/IT/en/fattoria-le-pupille-morellino-di-scansano-riserva-2014/w/82693";"https://www.wine-searcher.com/find/fattoria+le+pupille+morellino+di+scansano+riserva/2014/#t4"
"Santa Caterina Vino Nobile di Montepulciano 2016";"https://www.vivino.com/IT/en/trerose-santa-caterina-vino-nobile-di-montepulciano-2016/w/2266556";"https://www.wine-searcher.com/find/trerose+santa+caterina+vino+nobile+di+montepulciano/2016/#t4"
"Selvoso 2015";"https://www.vivino.com/IT/en/poggio-cagnano-selvoso-2015/w/4403644";"https://www.wine-searcher.com/find/poggio+cagnano+selvoso/2015/#t4"
"Bolgheri Rosso 2018";"https://www.vivino.com/IT/en/campo-al-pero-bolgheri-rosso-2018/w/1260770";"https://www.wine-searcher.com/find/campo+al+pero+bolgheri+rosso/2018/#t4"
"Chianti Classico Riserva 2015";"https://www.vivino.com/IT/en/guidi-chianti-classico-riserva-2015/w/4289873";"https://www.wine-searcher.com/find/guidi+chianti+classico+riserva/2015/#t4"
"Vecchie Viti Chianti Rùfina Riserva 2018";"https://www.vivino.com/IT/en/castello-nipozzano-vecchie-viti-chianti-rufina-riserva-2018/w/2411285";"https://www.wine-searcher.com/find/castello+nipozzano+vecchie+viti+chianti+rufina+riserva/2018/#t4"
"Aska Bolgheri 2018";"https://www.vivino.com/IT/en/banfi-aska-bolgheri-2018/w/1524591";"https://www.wine-searcher.com/find/banfi+aska+bolgheri/2018/#t4"
"Maremma Toscana Ornello 2014";"https://www.vivino.com/IT/en/rocca-di-frassinello-maremma-toscana-ornello-2014/w/1191905";"https://www.wine-searcher.com/find/rocca+di+frassinello+maremma+toscana+ornello/2014/#t4"
"Bolgheri Rosso 2019";"https://www.vivino.com/IT/en/donna_olimpia-bolgheri-rosso-2019/w/1563090";"https://www.wine-searcher.com/find/donna_olimpia+bolgheri+rosso/2019/#t4"
"Grafite Riserva Chianti Classico 2013";"https://www.vivino.com/IT/en/alberese-grafite-riserva-chianti-classico-2013/w/4566793";"https://www.wine-searcher.com/find/alberese+grafite+riserva+chianti+classico/2013/#t4"
"Beccaia Bolgheri 2020";"https://www.vivino.com/IT/en/tirreni-beccaia-bolgheri-2020/w/4848448";"https://www.wine-searcher.com/find/tirreni+beccaia+bolgheri/2020/#t4"
"Capatosta 2017";"https://www.vivino.com/IT/en/it-poggio-argentiera-capatosta-2017/w/21666";"https://www.wine-searcher.com/find/it+poggio+argentiera+capatosta/2017/#t4"
"Il Colorino di Casanova 2017";"https://www.vivino.com/IT/en/la-spinetta-il-colorino-di-casanova-toscana-2017/w/1627325";"https://www.wine-searcher.com/find/la+spinetta+il+colorino+di+casanova+toscana/2017/#t4"
"Chianti Classico Riserva di Famiglia 2016";"https://www.vivino.com/IT/en/casa-vinicola-luigi-cecchi-e-figli-chianti-classico-riserva-di-famiglia-2016/w/1137292";"https://www.wine-searcher.com/find/casa+vinicola+luigi+cecchi+e+figli+chianti+classico+riserva+di+famiglia/2016/#t4"
"Lodai Maremma Toscana 2016";"https://www.vivino.com/IT/en/fertuna-lodai-maremma-toscana-2016/w/1240867";"https://www.wine-searcher.com/find/fertuna+lodai+maremma+toscana/2016/#t4"
"Solosole Vermentino 2019";"https://www.vivino.com/IT/en/poggio-al-tesoro-solosole-vermentino-2019/w/1449368";"https://www.wine-searcher.com/find/poggio+al+tesoro+solosole+vermentino/2019/#t4"
"Poggio Cerrino Rosso di Montalcino 2018";"https://www.vivino.com/IT/en/enzo-poggio-cerrino-rosso-di-montalcino-2018/w/1389340";"https://www.wine-searcher.com/find/enzo+poggio+cerrino+rosso+di+montalcino/2018/#t4"
"Villa Antinori Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/antinori-tuscany-villa-antinori-chianti-classico-riserva-2018/w/1143960";"https://www.wine-searcher.com/find/antinori+tuscany+villa+antinori+chianti+classico+riserva/2018/#t4"
"Poggio Cerrino Rosso di Montalcino 2015";"https://www.vivino.com/IT/en/enzo-poggio-cerrino-rosso-di-montalcino-2015/w/1389340";"https://www.wine-searcher.com/find/enzo+poggio+cerrino+rosso+di+montalcino/2015/#t4"
"La Ghirlanda Chianti Classico 2019";"https://www.vivino.com/IT/en/bindi-sergardi-la-ghirlanda-chianti-classico-2019/w/3601890";"https://www.wine-searcher.com/find/bindi+sergardi+la+ghirlanda+chianti+classico/2019/#t4"
"Imeneo Bolgheri 2019";"https://www.vivino.com/IT/en/villanoviana-imeneo-bolgheri-2019/w/2294113";"https://www.wine-searcher.com/find/villanoviana+imeneo+bolgheri/2019/#t4"
"Imeneo Bolgheri 2014";"https://www.vivino.com/IT/en/villanoviana-imeneo-bolgheri-2014/w/2294113";"https://www.wine-searcher.com/find/villanoviana+imeneo+bolgheri/2014/#t4"
"Invetro 2018";"https://www.vivino.com/IT/en/renieri-invetro-2018/w/1236922";"https://www.wine-searcher.com/find/renieri+invetro/2018/#t4"
"Bolgheri Rosso 2020";"https://www.vivino.com/IT/en/grattamacco-bolgheri-rosso-2020/w/87676";"https://www.wine-searcher.com/find/grattamacco+bolgheri+rosso/2020/#t4"
"La Ghirlanda Chianti Classico 2018";"https://www.vivino.com/IT/en/bindi-sergardi-la-ghirlanda-chianti-classico-2018/w/3601890";"https://www.wine-searcher.com/find/bindi+sergardi+la+ghirlanda+chianti+classico/2018/#t4"
"Ai Confini del Bosco Bolgheri Rosso 2019";"https://www.vivino.com/IT/en/mulini-di-segalari-ai-confini-del-bosco-bolgheri-rosso-2019/w/2688415";"https://www.wine-searcher.com/find/mulini+di+segalari+ai+confini+del+bosco+bolgheri+rosso/2019/#t4"
"La Caduta Rosso di Montalcino 2017";"https://www.vivino.com/IT/en/caparzo-la-caduta-rosso-di-montalcino-2017/w/1215335";"https://www.wine-searcher.com/find/caparzo+la+caduta+rosso+di+montalcino/2017/#t4"
"Chianti Classico Riserva Ser Lapo 2018";"https://www.vivino.com/IT/en/mazzei-chianti-classico-riserva-ser-lapo-2018/w/1142782";"https://www.wine-searcher.com/find/mazzei+chianti+classico+riserva+ser+lapo/2018/#t4"
"Italo Chianti Riserva 2015";"https://www.vivino.com/IT/en/azienda-agricola-tamburini-italo-chianti-riserva-2015/w/1155326";"https://www.wine-searcher.com/find/azienda+agricola+tamburini+italo+chianti+riserva/2015/#t4"
"Bollamatta Rosato N.V.";"https://www.vivino.com/IT/en/bibi-graetz-bollamatta-rosato-nv/w/4399587";"https://www.wine-searcher.com/find/bibi+graetz+bollamatta+rosa/o+nv/#t4"
"Bauci Viognier 2015";"https://www.vivino.com/IT/en/la-fralluca-bauci-viognier-2015/w/2594779";"https://www.wine-searcher.com/find/la+fralluca+bauci+viognier/2015/#t4"
"Da Di Rosso Biologico 2019";"https://www.vivino.com/IT/en/avignonesi-da-di-rosso-biologico-2019/w/7191552";"https://www.wine-searcher.com/find/avignonesi+da+di+rosso+biologico/2019/#t4"
"Blend 1 2015";"https://www.vivino.com/IT/en/piazzano-blend-1-2015/w/4541472";"https://www.wine-searcher.com/find/piazzano+blend+1/2015/#t4"
"Aska Bolgheri 2013";"https://www.vivino.com/IT/en/banfi-aska-bolgheri-2013/w/1524591";"https://www.wine-searcher.com/find/banfi+aska+bolgheri/2013/#t4"
"Peàn Bolgheri 2018";"https://www.vivino.com/IT/en/batzella-pean-bolgheri-2018/w/1739552";"https://www.wine-searcher.com/find/batzella+pean+bolgheri/2018/#t4"
"Tirrenico 2014";"https://www.vivino.com/IT/en/belguardo-maremma-toscana-tirrenico-2014/w/4364843";"https://www.wine-searcher.com/find/belguardo+maremma+toscana+tirrenico/2014/#t4"
"Maremma Toscana Rosso 2017";"https://www.vivino.com/IT/en/brancaia-maremma-toscana-rosso-2017/w/7648292";"https://www.wine-searcher.com/find/brancaia+maremma+toscana+rosso/2017/#t4"
"Bianco di Ampeleia 2020";"https://www.vivino.com/IT/en/it-ampeleia-bianco-di-ampeleia-tuscany-2020/w/6186408";"https://www.wine-searcher.com/find/it+ampeleia+bianco+di+ampeleia+tuscany/2020/#t4"
"Rocca Guicciarda Chianti Classico Riserva 2019";"https://www.vivino.com/IT/en/ricasoli-rocca-guicciarda-chianti-classico-riserva-2019/w/1151294";"https://www.wine-searcher.com/find/ricasoli+rocca+guicciarda+chianti+classico+riserva/2019/#t4"
"Poggio Cerrino Rosso di Montalcino 2017";"https://www.vivino.com/IT/en/enzo-poggio-cerrino-rosso-di-montalcino-2017/w/1389340";"https://www.wine-searcher.com/find/enzo+poggio+cerrino+rosso+di+montalcino/2017/#t4"
"Bolgheri Bianco 2019";"https://www.vivino.com/IT/en/donna_olimpia-bolgheri-bianco-2019/w/1791314";"https://www.wine-searcher.com/find/donna_olimpia+bolgheri+bianco/2019/#t4"
"Casanova Chianti Riserva 2016";"https://www.vivino.com/IT/en/la-spinetta-casanova-chianti-riserva-2016/w/1162794";"https://www.wine-searcher.com/find/la+spinetta+casanova+chianti+riserva/2016/#t4"
"Rubereto 2015";"https://www.vivino.com/IT/en/tenuta-orsumella-rubereto-toscana-2015/w/4826808";"https://www.wine-searcher.com/find/tenuta+orsumella+rubereto+toscana/2015/#t4"
"Sassoalloro 2018";"https://www.vivino.com/IT/en/jacopo-biondi-santi-sassoalloro-2018/w/15486";"https://www.wine-searcher.com/find/jacopo+biondi+santi+sassoalloro/2018/#t4"
"Vino Nobile di Montepulciano Riserva 2015";"https://www.vivino.com/IT/en/canneto-vino-nobile-di-montepulciano-riserva-2015/w/77837";"https://www.wine-searcher.com/find/canneto+vino+nobile+di+montepulciano+riserva/2015/#t4"
"Campo di Sasso Insoglio del Cinghiale 2020";"https://www.vivino.com/IT/en/tenuta-campo-di-sasso-campo-di-sasso-insoglio-del-cinghiale-2020/w/59754";"https://www.wine-searcher.com/find/tenuta+campo+di+sasso+campo+di+sasso+insoglio+del+cinghiale/2020/#t4"
"Carandelle Sangiovese Maremma Toscana 2017";"https://www.vivino.com/IT/en/podere-san-cristoforo-carandelle-sangiovese-maremma-toscana-2017/w/1179277";"https://www.wine-searcher.com/find/podere+san+cristoforo+carandelle+sangiovese+maremma+toscana/2017/#t4"
"Brigo Sangiovese 2019";"https://www.vivino.com/IT/en/gorelli-tuscany-brigo-sangiovese-2019/w/9304640";"https://www.wine-searcher.com/find/gorelli+tuscany+brigo+sangiovese/2019/#t4"
"Ritasso 2016";"https://www.vivino.com/IT/en/urlari-ritasso-2016/w/3169157";"https://www.wine-searcher.com/find/urlari+ritasso/2016/#t4"
"Palmazio Vermentino 2020";"https://www.vivino.com/IT/en/la-piana-it-palmazio-vermentino-2020/w/1971305";"https://www.wine-searcher.com/find/la+piana+it+palmazio+vermentino/2020/#t4"
"Sandiavolo 2015";"https://www.vivino.com/IT/en/canonica-a-cerreto-sandiavolo-2015/w/1163558";"https://www.wine-searcher.com/find/canonica+a+cerreto+sandiavolo/2015/#t4"
"Poggio al Moro 2018";"https://www.vivino.com/IT/en/azienda-agricola-enrico-santini-poggio-al-moro-2018/w/91962";"https://www.wine-searcher.com/find/azienda+agricola+enrico+santini+poggio+al+moro/2018/#t4"
"Levato di Majulina 2014";"https://www.vivino.com/IT/en/calafata-levato-di-majulina-2014/w/2702364";"https://www.wine-searcher.com/find/calafata+levato+di+majulina/2014/#t4"
"Rosso di Montalcino 2014";"https://www.vivino.com/IT/en/le-chiuse-rosso-di-montalcino-2014/w/1136932";"https://www.wine-searcher.com/find/le+chiuse+rosso+di+montalcino/2014/#t4"
"Capatosta 2016";"https://www.vivino.com/IT/en/it-poggio-argentiera-capatosta-2016/w/21666";"https://www.wine-searcher.com/find/it+poggio+argentiera+capatosta/2016/#t4"
"Troncone Toscana Rosso 2019";"https://www.vivino.com/IT/en/le-ragnaie-troncone-toscana-rosso-2019/w/4956297";"https://www.wine-searcher.com/find/le+ragnaie+troncone+toscana+rosso/2019/#t4"
"Sangiovese Montecucco 2018";"https://www.vivino.com/IT/en/campi-nuovi-sangiovese-montecucco-2018/w/1886448";"https://www.wine-searcher.com/find/campi+nuovi+sangiovese+montecucco/2018/#t4"
"Trebbiano Toscana 2017";"https://www.vivino.com/IT/en/podere-414-trebbiano-toscana-2017/w/7694726";"https://www.wine-searcher.com/find/podere+414+trebbiano+toscana/2017/#t4"
"Stagi Toscana 2015";"https://www.vivino.com/IT/en/podere-il-palazzino-stagi-toscana-2015/w/1886821";"https://www.wine-searcher.com/find/podere+il+palazzino+stagi+toscana/2015/#t4"
"Poggio Cerrino Rosso di Montalcino 2019";"https://www.vivino.com/IT/en/enzo-poggio-cerrino-rosso-di-montalcino-2019/w/1389340";"https://www.wine-searcher.com/find/enzo+poggio+cerrino+rosso+di+montalcino/2019/#t4"
"Achenio Bolgheri Bianco 2014";"https://www.vivino.com/IT/en/campo-alla-sughera-achenio-bolgheri-bianco-2014/w/1774672";"https://www.wine-searcher.com/find/campo+alla+sughera+achenio+bolgheri+bianco/2014/#t4"
"Greppicante Bolgheri 2019";"https://www.vivino.com/IT/en/i-greppi-greppicante-bolgheri-2019/w/1138508";"https://www.wine-searcher.com/find/i+greppi+greppicante+bolgheri/2019/#t4"
"Eco Toscana Rosso 2014";"https://www.vivino.com/IT/en/terre-nere-eco-toscana-rosso-2014/w/7587354";"https://www.wine-searcher.com/find/terre+nere+eco+toscana+rosso/2014/#t4"
"Montenidoli Rosso 2018";"https://www.vivino.com/IT/en/montenidoli-montenidoli-rosso-2018/w/1204002";"https://www.wine-searcher.com/find/montenidoli+montenidoli+rosso/2018/#t4"
"La Forra Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/tenuta-di-nozzole-la-forra-chianti-classico-riserva-chianti-classico-2018/w/5909866";"https://www.wine-searcher.com/find/tenuta+di+nozzole+la+forra+chianti+classico+riserva+chianti+classico/2018/#t4"
"Le Volte 2020";"https://www.vivino.com/IT/en/ornellaia-le-volte-tuscany-2020/w/1480684";"https://www.wine-searcher.com/find/ornellaia+le+volte+tuscany/2020/#t4"
"Rosso Dei Notri Toscana 2017";"https://www.vivino.com/IT/en/tua-rita-rosso-dei-notri-toscana-2017/w/75821";"https://www.wine-searcher.com/find/tua+rita+rosso+dei+notri+toscana/2017/#t4"
"Cortevecchia Riserva Chianti Classico 2016";"https://www.vivino.com/IT/en/principe-corsini-cortevecchia-riserva-chianti-classico-2016/w/1174495";"https://www.wine-searcher.com/find/principe+corsini+cortevecchia+riserva+chianti+classico/2016/#t4"
"Riserva Vernaccia di San Gimignano 2018";"https://www.vivino.com/IT/en/la-lastra-riserva-vernaccia-di-san-gimignano-2018/w/2393931";"https://www.wine-searcher.com/find/la+lastra+riserva+vernaccia+di+san+gimignano/2018/#t4"
"Stagi Toscana 2016";"https://www.vivino.com/IT/en/podere-il-palazzino-stagi-toscana-2016/w/1886821";"https://www.wine-searcher.com/find/podere+il+palazzino+stagi+toscana/2016/#t4"
"Pian delle Vigne Rosso di Montalcino 2019";"https://www.vivino.com/IT/en/antinori-tuscany-pian-delle-vigne-rosso-di-montalcino-2019/w/2685679";"https://www.wine-searcher.com/find/antinori+tuscany+pian+delle+vigne+rosso+di+montalcino/2019/#t4"
"Vigneti La Selvanella Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/melini-vigneti-la-selvanella-chianti-classico-riserva-2016/w/1501461";"https://www.wine-searcher.com/find/melini+vigneti+la+selvanella+chianti+classico+riserva/2016/#t4"
"Fogliatonda 2016";"https://www.vivino.com/IT/en/podere-ema-fogliatonda-2016/w/4664521";"https://www.wine-searcher.com/find/podere+ema+fogliatonda/2016/#t4"
"Dalleo Bolgheri Rosso 2018";"https://www.vivino.com/IT/en/micheletti-dalleo-bolgheri-rosso-2018/w/2304638";"https://www.wine-searcher.com/find/micheletti+dalleo+bolgheri+rosso/2018/#t4"
"Fiore Vernaccia di San Gimignano 2019";"https://www.vivino.com/IT/en/montenidoli-fiore-vernaccia-di-san-gimignano-2019/w/93856";"https://www.wine-searcher.com/find/montenidoli+fiore+vernaccia+di+san+gimignano/2019/#t4"
"Guado Alto Chianti Classico 2019";"https://www.vivino.com/IT/en/vicchiomaggio-guado-alto-chianti-classico-n25ce-2019/w/6399096";"https://www.wine-searcher.com/find/vicchiomaggio+guado+alto+chianti+classico+n25ce/2019/#t4"
"Rocca Guicciarda Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/ricasoli-rocca-guicciarda-chianti-classico-riserva-2018/w/1151294";"https://www.wine-searcher.com/find/ricasoli+rocca+guicciarda+chianti+classico+riserva/2018/#t4"
"Toscana 2008";"https://www.vivino.com/IT/en/fattoria-la-massa-toscana-2008/w/779425";"https://www.wine-searcher.com/find/fattoria+la+massa+toscana/2008/#t4"
"Aurelio Maremma Toscana 2017";"https://www.vivino.com/IT/en/val-delle-rose-aurelio-maremma-toscana-2017/w/3489950";"https://www.wine-searcher.com/find/val+delle+rose+aurelio+maremma+toscana/2017/#t4"
"Lucarello Chianti Classico Riserva 2013";"https://www.vivino.com/IT/en/borgo-salcetino-lucarello-chianti-classico-riserva-2013/w/1158913";"https://www.wine-searcher.com/find/borgo+salcetino+lucarello+chianti+classico+riserva/2013/#t4"
"Romitoro (Il Toro) Toscana 2019";"https://www.vivino.com/IT/en/castello-romitorio-srl-romitoro-il-toro-toscana-2019/w/1277026";"https://www.wine-searcher.com/find/castello+romitorio+srl+romitoro+il+toro+toscana/2019/#t4"
"Adèo Bolgheri 2019";"https://www.vivino.com/IT/en/campo-alla-sughera-adeo-bolgheri-2019/w/1741814";"https://www.wine-searcher.com/find/campo+alla+sughera+adeo+bolgheri/2019/#t4"
"Lucarello Chianti Classico Riserva 2011";"https://www.vivino.com/IT/en/borgo-salcetino-lucarello-chianti-classico-riserva-2011/w/1158913";"https://www.wine-searcher.com/find/borgo+salcetino+lucarello+chianti+classico+riserva/2011/#t4"
"Ribaldoni Chianti Classico 2016";"https://www.vivino.com/IT/en/villa-rosa-chianti-ribaldoni-chianti-classico-2016/w/7022739";"https://www.wine-searcher.com/find/villa+rosa+chianti+ribaldoni+chianti+classico/2016/#t4"
"Bianco 2016";"https://www.vivino.com/IT/en/santa-lucia-104244-bianco-2016/w/3261563";"https://www.wine-searcher.com/find/santa+lucia+104244+bianco/2016/#t4"
"Vigna ai Sassi Riserva Vernaccia di San Gimignano 2019";"https://www.vivino.com/IT/en/tenuta-le-calcinaia-vigna-ai-sassi-riserva-vernaccia-di-san-gimignano-2019/w/1212069";"https://www.wine-searcher.com/find/tenuta+le+calcinaia+vigna+ai+sassi+riserva+vernaccia+di+san+gimignano/2019/#t4"
"Vecchie Viti Chianti Rùfina Riserva 2017";"https://www.vivino.com/IT/en/castello-nipozzano-vecchie-viti-chianti-rufina-riserva-2017/w/2411285";"https://www.wine-searcher.com/find/castello+nipozzano+vecchie+viti+chianti+rufina+riserva/2017/#t4"
"Varvàra Bolgheri 2020";"https://www.vivino.com/IT/en/castello-di-bolgheri-varvara-bolgheri-2020/w/1163747";"https://www.wine-searcher.com/find/castello+di+bolgheri+varvara+bolgheri/2020/#t4"
"Chianti Classico 2007";"https://www.vivino.com/IT/en/brancaia-chianti-classico-2007/w/12219";"https://www.wine-searcher.com/find/brancaia+chianti+classico/2007/#t4"
"Vecchie Viti Chianti Rùfina Riserva 2016";"https://www.vivino.com/IT/en/castello-nipozzano-vecchie-viti-chianti-rufina-riserva-2016/w/2411285";"https://www.wine-searcher.com/find/castello+nipozzano+vecchie+viti+chianti+rufina+riserva/2016/#t4"
